ili_id	status	superseded_by	origin	used_by	definition
i58325	1		pwn-3.0:04116098-n	pwn-3.0:04116098-n;wnja-1.9.0:04116098-n;wnb_id-2.0:04116098-n	a narrow band of elastic rubber used to hold things (such as papers) together
i58326	1		pwn-3.0:04116294-n	pwn-3.0:04116294-n;wnja-1.9.0:04116294-n	a high boot made of rubber
i58327	1		pwn-3.0:04116389-n	pwn-3.0:04116389-n;wnja-1.9.0:04116389-n	a bullet made of hard rubber; designed for use in crowd control
i58328	1		pwn-3.0:04116512-n	pwn-3.0:04116512-n;wnja-1.9.0:04116512-n	an eraser made of rubber (or of a synthetic material with properties similar to rubber); commonly mounted at one end of a pencil
i58329	1		pwn-3.0:04116744-n	pwn-3.0:04116744-n;wnja-1.9.0:04116744-n	representation consisting of a copy (as of an engraving) made by laying paper over something and rubbing it with charcoal
i58330	1		pwn-3.0:04116919-n	pwn-3.0:04116919-n;wnja-1.9.0:04116919-n	lotion consisting of a poisonous solution of isopropyl alcohol or denatured ethanol alcohol for external use
i58331	1		pwn-3.0:04117089-n	pwn-3.0:04117089-n;wnja-1.9.0:04117089-n	a medicine for external application that produces redness of the skin
i58332	1		pwn-3.0:04117216-n	pwn-3.0:04117216-n;wnja-1.9.0:04117216-n;wnb_id-2.0:04117216-n;wnb_zsm-2.0:04117216-n	(nautical) steering mechanism consisting of a hinged vertical plate mounted at the stern of a vessel
i58333	1		pwn-3.0:04117464-n	pwn-3.0:04117464-n;wnja-1.9.0:04117464-n	a hinged vertical airfoil mounted at the tail of an aircraft and used to make horizontal course changes
i58334	1		pwn-3.0:04117639-n	pwn-3.0:04117639-n;wnja-1.9.0:04117639-n	the vertical blade on a rudder
i58335	1		pwn-3.0:04117747-n	pwn-3.0:04117747-n;wnja-1.9.0:04117747-n	a vertical post at the forward edge of a rudder that enables the rudder to pivot
i58336	1		pwn-3.0:04117917-n	pwn-3.0:04117917-n;wnja-1.9.0:04117917-n	(French) a street or road in France
i58337	1		pwn-3.0:04118021-n	pwn-3.0:04118021-n;omw-bg-1.4:04118021-n;wnja-1.9.0:04118021-n;wnb_id-2.0:04118021-n;wnb_zsm-2.0:04118021-n;wnkaw-0.9:04118021-n	floor covering consisting of a piece of thick heavy fabric (usually with nap or pile)
i58338	1		pwn-3.0:04118538-n	pwn-3.0:04118538-n;wnja-1.9.0:04118538-n	inflated oval ball used in playing rugby
i58339	1		pwn-3.0:04118635-n	pwn-3.0:04118635-n;omw-bg-1.4:04118635-n;wnja-1.9.0:04118635-n;wnb_id-2.0:04118635-n;wnb_zsm-2.0:04118635-n	a ruined building
i58340	1		pwn-3.0:04118776-n	pwn-3.0:04118776-n;omw-bg-1.4:04118776-n;wnja-1.9.0:04118776-n;wnb_zsm-2.0:04118776-n	measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths
i58341	1		pwn-3.0:04119091-n	pwn-3.0:04119091-n;wnja-1.9.0:04119091-n	a servant's seat (or luggage compartment) in the rear of a carriage
i58342	1		pwn-3.0:04119230-n	pwn-3.0:04119230-n;wnja-1.9.0:04119230-n	a folding outside seat in the back of some early cars
i58343	1		pwn-3.0:04119360-n	pwn-3.0:04119360-n;wnja-1.9.0:04119360-n	a large drinking glass (ovoid bowl on a stem) for drinking toasts
i58344	1		pwn-3.0:04119478-n	pwn-3.0:04119478-n;wnja-1.9.0:04119478-n	a recreation room for noisy activities (parties or children's play etc)
i58345	1		pwn-3.0:04119630-n	pwn-3.0:04119630-n;wnja-1.9.0:04119630-n	a fork-like spoon with a cutting edge; coined by Edward Lear
i58346	1		pwn-3.0:04119751-n	pwn-3.0:04119751-n;wnja-1.9.0:04119751-n;wnb_id-2.0:04119751-n;wnb_zsm-2.0:04119751-n	one of the crosspieces that form the steps of a ladder
i58347	1		pwn-3.0:04119892-n	pwn-3.0:04119892-n;omw-bg-1.4:04119892-n;wnja-1.9.0:04119892-n;wnb_id-2.0:04119892-n;wnb_zsm-2.0:04119892-n	a crosspiece between the legs of a chair
i58348	1		pwn-3.0:04120093-n	pwn-3.0:04120093-n;omw-arb-1.4:04120093-n;wnja-1.9.0:04120093-n;wnb_id-2.0:04120093-n;wnb_zsm-2.0:04120093-n	device consisting of the parts on which something can slide along
i58349	1		pwn-3.0:04120266-n	pwn-3.0:04120266-n;wnja-1.9.0:04120266-n;wnb_id-2.0:04120266-n;wnb_zsm-2.0:04120266-n	a long narrow carpet
i58350	1		pwn-3.0:04120339-n	pwn-3.0:04120339-n;wnja-1.9.0:04120339-n	a narrow footboard serving as a step beneath the doors of some old cars
i58351	1		pwn-3.0:04120489-n	pwn-3.0:04120489-n;wnja-1.9.0:04120489-n	a light comfortable shoe designed for running
i58352	1		pwn-3.0:04120593-n	pwn-3.0:04120593-n;wnja-1.9.0:04120593-n	small, even, hand stitches run in and out
i58353	1		pwn-3.0:04120695-n	pwn-3.0:04120695-n;wnja-1.9.0:04120695-n	a matching jacket and pants worn by joggers and made of fabric that absorbs perspiration
i58354	1		pwn-3.0:04120842-n	pwn-3.0:04120842-n;omw-arb-1.4:04120842-n;wnja-1.9.0:04120842-n	a strip of level paved surface where planes can take off and land
i58355	1		pwn-3.0:04120998-n	pwn-3.0:04120998-n;omw-arb-1.4:04120998-n;wnja-1.9.0:04120998-n	a narrow platform extending from the stage into the audience in a theater or nightclub etc.
i58356	1		pwn-3.0:04121142-n	pwn-3.0:04121142-n;wnja-1.9.0:04121142-n	a chute down which logs can slide
i58357	1		pwn-3.0:04121228-n	pwn-3.0:04121228-n;wnja-1.9.0:04121228-n	a tallow candle with a rush stem as the wick
i58358	1		pwn-3.0:04121342-n	pwn-3.0:04121342-n;wnja-1.9.0:04121342-n	a reddish brown homespun fabric
i58359	1		pwn-3.0:04121426-n	pwn-3.0:04121426-n;wnja-1.9.0:04121426-n	a shag rug made in Sweden
i58360	1		pwn-3.0:04121511-n	pwn-3.0:04121511-n;omw-arb-1.4:04121511-n;wnja-1.9.0:04121511-n	a fencing sword with a v-shaped blade and a slightly curved handle
i58361	1		pwn-3.0:04121728-n	pwn-3.0:04121728-n;wnja-1.9.0:04121728-n	a portable power saw with a reciprocating blade; can be used with a variety of blades depending on the application and kind of cut; generally have a plate that rides on the surface that is being cut
i58362	1		pwn-3.0:04122011-n	pwn-3.0:04122011-n;wnja-1.9.0:04122011-n	an oral vaccine (containing live but weakened poliovirus) that is given to provide immunity to poliomyelitis
i58363	1		pwn-3.0:04122262-n	pwn-3.0:04122262-n;wnja-1.9.0:04122262-n	a scarf (or trimming) made of sable
i58364	1		pwn-3.0:04122349-n	pwn-3.0:04122349-n;wnja-1.9.0:04122349-n	an artist's brush made of sable hairs
i58365	1		pwn-3.0:04122492-n	pwn-3.0:04122492-n;wnja-1.9.0:04122492-n	a fur coat made of sable furs
i58366	1		pwn-3.0:04122578-n	pwn-3.0:04122578-n;wnja-1.9.0:04122578-n	a shoe carved from a single block of wood
i58367	1		pwn-3.0:04122685-n	pwn-3.0:04122685-n;wnja-1.9.0:04122685-n	a small soft bag containing perfumed powder; used to perfume items in a drawer or chest
i58368	1		pwn-3.0:04122825-n	pwn-3.0:04122825-n;wnja-1.9.0:04122825-n;wnb_id-2.0:04122825-n;wnb_zsm-2.0:04122825-n	a bag made of paper or plastic for holding customer's purchases
i58369	1		pwn-3.0:04123026-n	pwn-3.0:04123026-n;wnja-1.9.0:04123026-n	a woman's full loose hiplength jacket
i58370	1		pwn-3.0:04123123-n	pwn-3.0:04123123-n;wnja-1.9.0:04123123-n	a medieval musical instrument resembling a trombone
i58371	1		pwn-3.0:04123228-n	pwn-3.0:04123228-n;wnja-1.9.0:04123228-n	a coarse cloth resembling sacking
i58372	1		pwn-3.0:04123317-n	pwn-3.0:04123317-n;wnja-1.9.0:04123317-n	a garment made of coarse sacking; formerly worn as an indication of remorse
i58373	1		pwn-3.0:04123448-n	pwn-3.0:04123448-n;wnja-1.9.0:04123448-n	man's hiplength coat with a straight back; the jacket of a suit
i58374	1		pwn-3.0:04123567-n	pwn-3.0:04123567-n;wnja-1.9.0:04123567-n	coarse fabric used for bags or sacks
i58375	1		pwn-3.0:04123740-n	pwn-3.0:04123740-n;omw-arb-1.4:04123740-n;wnja-1.9.0:04123740-n;wnb_id-2.0:04123740-n;wnb_zsm-2.0:04123740-n;wnkaw-0.9:04123740-n	a seat for the rider of a horse or camel
i58376	1		pwn-3.0:04123980-n	pwn-3.0:04123980-n;wnja-1.9.0:04123980-n	a piece of leather across the instep of a shoe
i58377	1		pwn-3.0:04124098-n	pwn-3.0:04124098-n;wnja-1.9.0:04124098-n	a large bag (or pair of bags) hung over a saddle
i58378	1		pwn-3.0:04124202-n	pwn-3.0:04124202-n;wnja-1.9.0:04124202-n	stable gear consisting of a blanket placed under the saddle
i58379	1		pwn-3.0:04124370-n	pwn-3.0:04124370-n;wnja-1.9.0:04124370-n	an oxford with a saddle of contrasting color
i58380	1		pwn-3.0:04124488-n	pwn-3.0:04124488-n;wnja-1.9.0:04124488-n	workshop where a saddler works
i58381	1		pwn-3.0:04124573-n	pwn-3.0:04124573-n;wnja-1.9.0:04124573-n	a chair seat that is slightly concave and sometimes has a thickened ridge in the center
i58382	1		pwn-3.0:04124764-n	pwn-3.0:04124764-n;wnja-1.9.0:04124764-n	a mild soap for cleansing and conditioning leather
i58383	1		pwn-3.0:04124887-n	pwn-3.0:04124887-n;wnja-1.9.0:04124887-n	a decorative overcast or running stitch, especially in a contrasting color
i58384	1		pwn-3.0:04125021-n	pwn-3.0:04125021-n;wnja-1.9.0:04125021-n;wnb_id-2.0:04125021-n;wnb_zsm-2.0:04125021-n	strongbox where valuables can be safely kept
i58385	1		pwn-3.0:04125116-n	pwn-3.0:04125116-n;wnja-1.9.0:04125116-n	a ventilated or refrigerated cupboard for securing provisions from pests
i58386	1		pwn-3.0:04125257-n	pwn-3.0:04125257-n;wnja-1.9.0:04125257-n	a fireproof metal strongbox (usually in a bank) for storing valuables
i58387	1		pwn-3.0:04125466-n	pwn-3.0:04125466-n;wnja-1.9.0:04125466-n	a refuge from attack
i58388	1		pwn-3.0:04125541-n	pwn-3.0:04125541-n;wnja-1.9.0:04125541-n	a house used as a hiding place or refuge by members of certain organizations
i58389	1		pwn-3.0:04125692-n	pwn-3.0:04125692-n;wnja-1.9.0:04125692-n	an undecorated arch that is included in order to strengthen or support a construction
i58390	1		pwn-3.0:04125853-n	pwn-3.0:04125853-n;wnja-1.9.0:04125853-n	belt attaching you to some object as a restraint in order to prevent you from getting hurt
i58391	1		pwn-3.0:04126066-n	pwn-3.0:04126066-n;wnja-1.9.0:04126066-n	bicycle that has two wheels of equal size; pedals are connected to the rear wheel by a multiplying gear
i58392	1		pwn-3.0:04126244-n	pwn-3.0:04126244-n;wnja-1.9.0:04126244-n	a bolt that cannot be moved from outside the door or gate
i58393	1		pwn-3.0:04126373-n	pwn-3.0:04126373-n;wnja-1.9.0:04126373-n	guard consisting of a locking device that prevents a weapon from being fired
i58394	1		pwn-3.0:04126541-n	pwn-3.0:04126541-n;wnja-1.9.0:04126541-n	a fireproof theater curtain to be dropped in case of fire
i58395	1		pwn-3.0:04126659-n	pwn-3.0:04126659-n;omw-arb-1.4:04126659-n;wnja-1.9.0:04126659-n	a slow-burning fuse consisting of a tube or cord filled or saturated with combustible matter; used to ignite detonators from a distance
i58396	1		pwn-3.0:04126852-n	pwn-3.0:04126852-n;wnja-1.9.0:04126852-n	an oil lamp that will not ignite flammable gases (methane)
i58397	1		pwn-3.0:04126980-n	pwn-3.0:04126980-n;wnja-1.9.0:04126980-n	a paper match that strikes only on a specially prepared surface
i58398	1		pwn-3.0:04127117-n	pwn-3.0:04127117-n;wnja-1.9.0:04127117-n	a large strong net to catch circus acrobats who fall or jump from a trapeze
i58399	1		pwn-3.0:04127249-n	pwn-3.0:04127249-n;wnja-1.9.0:04127249-n;wnb_id-2.0:04127249-n	a pin in the form of a clasp; has a guard so the point of the pin will not stick the user
i58400	1		pwn-3.0:04127395-n	pwn-3.0:04127395-n;wnja-1.9.0:04127395-n	a railing placed alongside a stairway or road for safety
i58401	1		pwn-3.0:04127521-n	pwn-3.0:04127521-n;wnja-1.9.0:04127521-n	a razor with a guard to prevent deep cuts in the skin
i58402	1		pwn-3.0:04127633-n	pwn-3.0:04127633-n;wnja-1.9.0:04127633-n	a valve in a container in which pressure can build up (as a steam boiler); it opens automatically when the pressure reaches a dangerous level
i58403	1		pwn-3.0:04127904-n	pwn-3.0:04127904-n;omw-sq-1.4:04127904-n;omw-arb-1.4:04127904-n;omw-bg-1.4:04127904-n;wnja-1.9.0:04127904-n;wnb_id-2.0:04127904-n;wnb_zsm-2.0:04127904-n;wnkaw-0.9:04127904-n	a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel
i58404	1		pwn-3.0:04128413-n	pwn-3.0:04128413-n;wnja-1.9.0:04128413-n	any structure that resembles a sail
i58405	1		pwn-3.0:04128499-n	pwn-3.0:04128499-n;wnja-1.9.0:04128499-n	a small sailing vessel; usually with a single mast
i58406	1		pwn-3.0:04128710-n	pwn-3.0:04128710-n;wnja-1.9.0:04128710-n	a strong fabric (such as cotton canvas) used for making sails and tents
i58407	1		pwn-3.0:04128837-n	pwn-3.0:04128837-n;wnja-1.9.0:04128837-n;wnb_id-2.0:04128837-n;wnb_zsm-2.0:04128837-n	a vessel that is powered by the wind; often having several masts
i58408	1		pwn-3.0:04129490-n	pwn-3.0:04129490-n;wnja-1.9.0:04129490-n	a warship that was powered by sails and equipped with many heavy guns; not built after the middle of the 19th century
i58409	1		pwn-3.0:04129688-n	pwn-3.0:04129688-n;wnja-1.9.0:04129688-n	a cap worn by sailors
i58410	1		pwn-3.0:04129766-n	pwn-3.0:04129766-n;wnja-1.9.0:04129766-n	a boy's ensemble; copied from a sailor's uniform
i58411	1		pwn-3.0:04129872-n	pwn-3.0:04129872-n;wnja-1.9.0:04129872-n	a seaway involving the Saint Lawrence River and the Great Lakes that was developed jointly by Canada and the United States; oceangoing ships can travel as far west as Lake Superior
i58412	1		pwn-3.0:04130143-n	pwn-3.0:04130143-n;wnja-1.9.0:04130143-n	a bar where diners can assemble a salad to their own taste
i58413	1		pwn-3.0:04130257-n	pwn-3.0:04130257-n;wnja-1.9.0:04130257-n	a large bowl for mixing and serving a salad
i58414	1		pwn-3.0:04130357-n	pwn-3.0:04130357-n;wnja-1.9.0:04130357-n	a fork intended for eating salads
i58415	1		pwn-3.0:04130447-n	pwn-3.0:04130447-n;wnja-1.9.0:04130447-n	a plate or bowl for individual servings of salad
i58416	1		pwn-3.0:04130566-n	pwn-3.0:04130566-n;wnja-1.9.0:04130566-n	a hydrometer that determines the concentration of salt solutions by measuring their density
i58417	1		pwn-3.0:04130715-n	pwn-3.0:04130715-n;wnja-1.9.0:04130715-n	a poliovirus vaccine consisting of inactivated polio virus that is injected subcutaneously to provide immunity to poliomyelitis
i58418	1		pwn-3.0:04130907-n	pwn-3.0:04130907-n;wnja-1.9.0:04130907-n	a light medieval helmet with a slit for vision
i58419	1		pwn-3.0:04131015-n	pwn-3.0:04131015-n;wnja-1.9.0:04131015-n;wnb_id-2.0:04131015-n;wnb_zsm-2.0:04131015-n	elegant sitting room where guests are received
i58420	1		pwn-3.0:04131113-n	pwn-3.0:04131113-n;wnja-1.9.0:04131113-n	gallery where works of art can be displayed
i58421	1		pwn-3.0:04131208-n	pwn-3.0:04131208-n;omw-bg-1.4:04131208-n;wnja-1.9.0:04131208-n;wnb_zsm-2.0:04131208-n	a shop where hairdressers and beauticians work
i58422	1		pwn-3.0:04131368-n	pwn-3.0:04131368-n;wnja-1.9.0:04131368-n	a type of house built in New England; has two stories in front and one behind
i58423	1		pwn-3.0:04131499-n	pwn-3.0:04131499-n;wnja-1.9.0:04131499-n	a small container for holding salt at the dining table
i58424	1		pwn-3.0:04131610-n	pwn-3.0:04131610-n;wnja-1.9.0:04131610-n	a mine where salt is dug
i58425	1		pwn-3.0:04131690-n	pwn-3.0:04131690-n;wnja-1.9.0:04131690-n	a shaker with a perforated top for sprinkling salt
i58426	1		pwn-3.0:04131811-n	pwn-3.0:04131811-n;wnja-1.9.0:04131811-n	a plant where salt is produced commercially
i58427	1		pwn-3.0:04131929-n	pwn-3.0:04131929-n;wnja-1.9.0:04131929-n	a tray (or large plate) for serving food or drinks; usually made of silver
i58428	1		pwn-3.0:04132056-n	pwn-3.0:04132056-n;wnja-1.9.0:04132056-n	a hallucinogen obtained from Salvia divinorum
i58429	1		pwn-3.0:04132158-n	pwn-3.0:04132158-n;wnja-1.9.0:04132158-n	a pair of light loose trousers with a tight fit around the ankles; worn by women from the Indian subcontinent (usually with a kameez)
i58430	1		pwn-3.0:04132354-n	pwn-3.0:04132354-n;wnja-1.9.0:04132354-n	either of two Soviet space stations launched in the 1970s
i58431	1		pwn-3.0:04132465-n	pwn-3.0:04132465-n;wnja-1.9.0:04132465-n	leather belt supported by a strap over the right shoulder
i58432	1		pwn-3.0:04132603-n	pwn-3.0:04132603-n;wnja-1.9.0:04132603-n	a Japanese stringed instrument resembling a banjo with a long neck and three strings and a fretted fingerboard and a rectangular soundbox; played with a plectrum
i58433	1		pwn-3.0:04132829-n	pwn-3.0:04132829-n;wnja-1.9.0:04132829-n	a heavy silk fabric (often woven with silver or gold threads); used to make clothing in the Middle Ages
i58434	1		pwn-3.0:04132985-n	pwn-3.0:04132985-n;wnja-1.9.0:04132985-n	a metal urn with a spigot at the base; used in Russia to boil water for tea
i58435	1		pwn-3.0:04133114-n	pwn-3.0:04133114-n;wnja-1.9.0:04133114-n;wnb_id-2.0:04133114-n;wnb_zsm-2.0:04133114-n	an Asian skiff usually propelled by two oars
i58436	1		pwn-3.0:04133211-n	pwn-3.0:04133211-n;wnja-1.9.0:04133211-n	a piece of embroidery demonstrating skill with various stitches
i58437	1		pwn-3.0:04133346-n	pwn-3.0:04133346-n;wnja-1.9.0:04133346-n	an observation station that is set up to make sample observations of something
i58438	1		pwn-3.0:04133497-n	pwn-3.0:04133497-n;wnja-1.9.0:04133497-n;wnb_id-2.0:04133497-n;wnb_zsm-2.0:04133497-n	a hospital for recuperation or for the treatment of chronic diseases
i58439	1		pwn-3.0:04133648-n	pwn-3.0:04133648-n;omw-bg-1.4:04133648-n;wnja-1.9.0:04133648-n;wnb_id-2.0:04133648-n;wnb_zsm-2.0:04133648-n	a consecrated place where sacred objects are kept
i58440	1		pwn-3.0:04133789-n	pwn-3.0:04133789-n;omw-bg-1.4:04133789-n;wnja-1.9.0:04133789-n;wnb_id-2.0:04133789-n;wnb_zsm-2.0:04133789-n;wnkaw-0.9:04133789-n	a shoe consisting of a sole fastened by straps to the foot
i58441	1		pwn-3.0:04134008-n	pwn-3.0:04134008-n;wnja-1.9.0:04134008-n	a bag filled with sand; used as a weapon or to build walls or as ballast
i58442	1		pwn-3.0:04134170-n	pwn-3.0:04134170-n;wnja-1.9.0:04134170-n	a tool that throws out a blast of steam laden with sand; used to clean or grind hard surfaces
i58443	1		pwn-3.0:04134339-n	pwn-3.0:04134339-n;wnja-1.9.0:04134339-n	a plaything consisting of a pile of sand or a box filled with sand for children to play in
i58444	1		pwn-3.0:04134523-n	pwn-3.0:04134523-n;wnja-1.9.0:04134523-n	mold consisting of a box with sand shaped to mold metal
i58445	1		pwn-3.0:04134632-n	pwn-3.0:04134632-n;wnja-1.9.0:04134632-n;wnb_id-2.0:04134632-n;wnb_zsm-2.0:04134632-n	timepiece in which the passage of time is indicated by the flow of sand from one transparent container to another through a narrow passage
i58446	1		pwn-3.0:04134862-n	pwn-3.0:04134862-n;wnja-1.9.0:04134862-n	a painting done by Amerindians (especially Navaho); made of fine colored sands on a neutral background
i58447	1		pwn-3.0:04135024-n	pwn-3.0:04135024-n;wnja-1.9.0:04135024-n	a wedge used to get out of sand traps
i58448	1		pwn-3.0:04135118-n	pwn-3.0:04135118-n;wnja-1.9.0:04135118-n	signboard consisting of two hinged boards that hang front and back from the shoulders of a walker and are used to display advertisements
i58449	1		pwn-3.0:04135315-n	pwn-3.0:04135315-n;wnja-1.9.0:04135315-n;wnb_id-2.0:04135315-n	a disposable absorbent pad (trade name Kotex); worn to absorb menstrual flow
i58450	1		pwn-3.0:04135516-n	pwn-3.0:04135516-n;wnja-1.9.0:04135516-n	a trail that extends from Missouri to New Mexico; an important route for settlers moving west in the 19th century
i58451	1		pwn-3.0:04135710-n	pwn-3.0:04135710-n;wnja-1.9.0:04135710-n	a thin plastic film made of saran (trade name Saran Wrap) that sticks to itself; used for wrapping food
i58452	1		pwn-3.0:04135933-n	pwn-3.0:04135933-n;wnja-1.9.0:04135933-n	a fine soft silk fabric often used for linings
i58453	1		pwn-3.0:04136045-n	pwn-3.0:04136045-n;wnja-1.9.0:04136045-n;wnb_id-2.0:04136045-n	a stone coffin (usually bearing sculpture or inscriptions)
i58454	1		pwn-3.0:04136161-n	pwn-3.0:04136161-n;wnja-1.9.0:04136161-n;wnb_id-2.0:04136161-n;wnb_zsm-2.0:04136161-n	a dress worn primarily by Hindu women; consists of several yards of light material that is draped around the body
i58455	1		pwn-3.0:04136333-n	pwn-3.0:04136333-n;wnja-1.9.0:04136333-n;wnb_id-2.0:04136333-n;wnb_zsm-2.0:04136333-n	a loose skirt consisting of brightly colored fabric wrapped around the body; worn by both women and men in the South Pacific
i58456	1		pwn-3.0:04136510-n	pwn-3.0:04136510-n;wnja-1.9.0:04136510-n;wnb_id-2.0:04136510-n;wnb_zsm-2.0:04136510-n	a framework that holds the panes of a window in the window frame
i58457	1		pwn-3.0:04136676-n	pwn-3.0:04136676-n;wnja-1.9.0:04136676-n	a strong cord connecting a sash weight to a sliding sash
i58458	1		pwn-3.0:04136800-n	pwn-3.0:04136800-n;wnja-1.9.0:04136800-n	a lock attached to the sashes of a double hung window that can fix both in the shut position
i58459	1		pwn-3.0:04136997-n	pwn-3.0:04136997-n;wnja-1.9.0:04136997-n	a counterweight for a sliding sash
i58460	1		pwn-3.0:04137089-n	pwn-3.0:04137089-n;wnja-1.9.0:04137089-n	a window with (usually two) sashes that slide vertically to let in air
i58461	1		pwn-3.0:04137217-n	pwn-3.0:04137217-n;wnja-1.9.0:04137217-n;wnb_id-2.0:04137217-n;wnb_zsm-2.0:04137217-n	luggage consisting of a small case with a flat bottom and (usually) a shoulder strap
i58462	1		pwn-3.0:04137355-n	pwn-3.0:04137355-n;wnja-1.9.0:04137355-n	a cotton fabric with a satiny finish
i58463	1		pwn-3.0:04137444-n	pwn-3.0:04137444-n;omw-bg-1.4:04137444-n;wnja-1.9.0:04137444-n;wnb_id-2.0:04137444-n;wnb_zsm-2.0:04137444-n	man-made equipment that orbits around the earth or the moon
i58464	1		pwn-3.0:04137773-n	pwn-3.0:04137773-n;wnja-1.9.0:04137773-n	a receiver on a communications satellite
i58465	1		pwn-3.0:04137897-n	pwn-3.0:04137897-n;wnja-1.9.0:04137897-n	a television system in which the signal is transmitted to an orbiting satellite that receives the signal and amplifies it and transmits it back to earth
i58466	1		pwn-3.0:04138131-n	pwn-3.0:04138131-n;wnja-1.9.0:04138131-n	a transmitter on a communications satellite
i58467	1		pwn-3.0:04138261-n	pwn-3.0:04138261-n;wnja-1.9.0:04138261-n;wnb_id-2.0:04138261-n;wnb_zsm-2.0:04138261-n	a smooth fabric of silk or rayon; has a glossy face and a dull back
i58468	1		pwn-3.0:04138398-n	pwn-3.0:04138398-n;wnja-1.9.0:04138398-n	a fabric with a finish resembling satin but made partly or wholly from cotton or synthetic fiber
i58469	1		pwn-3.0:04138560-n	pwn-3.0:04138560-n;wnja-1.9.0:04138560-n	flat stitches worked so closely as to resemble satin
i58470	1		pwn-3.0:04138671-n	pwn-3.0:04138671-n;wnja-1.9.0:04138671-n	a weave in which the filling and warp threads intersect in such a way as to give a smooth compact surface with no distinguishable twill line
i58471	1		pwn-3.0:04138869-n	pwn-3.0:04138869-n;wnja-1.9.0:04138869-n	a cheap handgun that is easily obtained
i58472	1		pwn-3.0:04138977-n	pwn-3.0:04138977-n;wnja-1.9.0:04138977-n;wnb_id-2.0:04138977-n;wnb_zsm-2.0:04138977-n	a deep pan with a handle; used for stewing or boiling
i58473	1		pwn-3.0:04139140-n	pwn-3.0:04139140-n;wnja-1.9.0:04139140-n	a cooking pot that has handles on either side and tight fitting lid; used for stewing or boiling
i58474	1		pwn-3.0:04139291-n	pwn-3.0:04139291-n;wnja-1.9.0:04139291-n;wnb_id-2.0:04139291-n;wnb_zsm-2.0:04139291-n	a small shallow dish for holding a cup at the table
i58475	1		pwn-3.0:04139395-n	pwn-3.0:04139395-n;wnja-1.9.0:04139395-n;wnb_id-2.0:04139395-n;wnb_zsm-2.0:04139395-n	a Finnish steam bath; steam is produced by pouring water over heated rocks
i58476	1		pwn-3.0:04139534-n	pwn-3.0:04139534-n;wnja-1.9.0:04139534-n	a net hung between ship and pier while loading a ship
i58477	1		pwn-3.0:04139642-n	pwn-3.0:04139642-n;wnja-1.9.0:04139642-n	a sail set to catch wind spilled from a larger sail
i58478	1		pwn-3.0:04139748-n	pwn-3.0:04139748-n;wnja-1.9.0:04139748-n	a receptacle for catching waste products for further use
i58479	1		pwn-3.0:04139859-n	pwn-3.0:04139859-n;wnja-1.9.0:04139859-n;wnb_id-2.0:04139859-n	a container (usually with a slot in the top) for keeping money at home
i58480	1		pwn-3.0:04140064-n	pwn-3.0:04140064-n;wnja-1.9.0:04140064-n;wnb_id-2.0:04140064-n;wnb_zsm-2.0:04140064-n	hand tool having a toothed blade for cutting
i58481	1		pwn-3.0:04140340-n	pwn-3.0:04140340-n;wnja-1.9.0:04140340-n	a doll that is stuffed with sawdust
i58482	1		pwn-3.0:04140434-n	pwn-3.0:04140434-n;wnja-1.9.0:04140434-n	a saloon whose floor is covered with sawdust
i58483	1		pwn-3.0:04140539-n	pwn-3.0:04140539-n;wnja-1.9.0:04140539-n	a shotgun with short barrels
i58484	1		pwn-3.0:04140631-n	pwn-3.0:04140631-n;wnja-1.9.0:04140631-n;wnb_id-2.0:04140631-n;wnb_zsm-2.0:04140631-n	a framework for holding wood that is being sawed
i58485	1		pwn-3.0:04140777-n	pwn-3.0:04140777-n;wnja-1.9.0:04140777-n	a large sawing machine
i58486	1		pwn-3.0:04140853-n	pwn-3.0:04140853-n;wnja-1.9.0:04140853-n	a tool used to bend each alternate sawtooth at a slight angle outward
i58487	1		pwn-3.0:04140976-n	pwn-3.0:04140976-n;wnja-1.9.0:04140976-n	a serration on a saw blade
i58488	1		pwn-3.0:04141076-n	pwn-3.0:04141076-n;wnja-1.9.0:04141076-n;wnb_id-2.0:04141076-n;wnb_zsm-2.0:04141076-n	a single-reed woodwind with a conical bore
i58489	1		pwn-3.0:04141198-n	pwn-3.0:04141198-n;omw-arb-1.4:04141198-n;wnja-1.9.0:04141198-n	any of a family of brass wind instruments that resemble a bugle with valves
i58490	1		pwn-3.0:04141327-n	pwn-3.0:04141327-n;wnja-1.9.0:04141327-n;wnb_id-2.0:04141327-n	a sheath for a sword or dagger or bayonet
i58491	1		pwn-3.0:04141423-n	pwn-3.0:04141423-n;wnja-1.9.0:04141423-n	a temporary arrangement erected around a building for convenience of workers
i58492	1		pwn-3.0:04141573-n	pwn-3.0:04141573-n;wnja-1.9.0:04141573-n	a platform from which criminals are executed (hanged or beheaded)
i58493	1		pwn-3.0:04141712-n	pwn-3.0:04141712-n;wnja-1.9.0:04141712-n;wnb_id-2.0:04141712-n;wnb_zsm-2.0:04141712-n	a system of scaffolds
i58494	1		pwn-3.0:04141838-n	pwn-3.0:04141838-n;wnja-1.9.0:04141838-n;wnb_id-2.0:04141838-n;wnb_zsm-2.0:04141838-n	an indicator having a graduated sequence of marks
