ili_id	status	superseded_by	origin	used_by	definition
i182	1		pwn-3.0:00036481-a	pwn-3.0:00036481-a;wnja-1.9.0:00036481-a	lacking activity; lying idle or unused
i183	1		pwn-3.0:00036763-s	pwn-3.0:00036763-s;wnja-1.9.0:00036763-a;wnb_id-2.0:00036763-a;wnb_zsm-2.0:00036763-a	not giving performances; closed
i184	1		pwn-3.0:00036879-s	pwn-3.0:00036879-s;wnja-1.9.0:00036879-a;wnb_id-2.0:00036879-a;wnb_zsm-2.0:00036879-a	devoid of activity
i185	1		pwn-3.0:00036998-s	pwn-3.0:00036998-s;wnja-1.9.0:00036998-a;wnb_id-2.0:00036998-a;wnb_zsm-2.0:00036998-a	(of business) not active or brisk
i186	1		pwn-3.0:00037188-s	pwn-3.0:00037188-s;wnja-1.9.0:00037188-a;wnb_zsm-2.0:00037188-a	not in active use
i187	1		pwn-3.0:00037341-s	pwn-3.0:00037341-s;wnja-1.9.0:00037341-a	closed or immobilized by a strike
i188	1		pwn-3.0:00037457-a	pwn-3.0:00037457-a;wnja-1.9.0:00037457-a;wnb_id-2.0:00037457-a;wnb_zsm-2.0:00037457-a	tending to become more severe or wider in scope
i189	1		pwn-3.0:00037653-s	pwn-3.0:00037653-s;wnja-1.9.0:00037653-a	advancing in severity
i190	1		pwn-3.0:00037757-a	pwn-3.0:00037757-a;wnja-1.9.0:00037757-a;wnb_id-2.0:00037757-a;wnb_zsm-2.0:00037757-a	(pathology) not progressing or increasing; or progressing slowly
i191	1		pwn-3.0:00037985-s	pwn-3.0:00037985-s;wnja-1.9.0:00037985-a	lacking opportunities for development or advancement
i192	1		pwn-3.0:00038119-s	pwn-3.0:00038119-s;wnja-1.9.0:00038119-a	commercially inactive
i193	1		pwn-3.0:00038260-s	pwn-3.0:00038260-s;wnja-1.9.0:00038260-a	(of tumors, e.g.) slow to heal or develop and usually painless
i194	1		pwn-3.0:00038462-s	pwn-3.0:00038462-s;wnja-1.9.0:00038462-a	(pathology) not presently active
i195	1		pwn-3.0:00038623-s	pwn-3.0:00038623-s;wnja-1.9.0:00038623-a	(pathology) causing no symptoms
i196	1		pwn-3.0:00038750-a	pwn-3.0:00038750-a;wnja-1.9.0:00038750-a;wnb_id-2.0:00038750-a;wnb_zsm-2.0:00038750-a	disposed to take action or effectuate change
i197	1		pwn-3.0:00039122-s	pwn-3.0:00039122-s;wnja-1.9.0:00039122-a	advocating or engaged in activism
i198	1		pwn-3.0:00039259-s	pwn-3.0:00039259-s;wnja-1.9.0:00039259-a	involving active participation
i199	1		pwn-3.0:00039394-s	pwn-3.0:00039394-s;wnja-1.9.0:00039394-a	(of a policy or person or action) controlling a situation by causing something to happen rather than waiting to respond to it after it happens
i200	1		pwn-3.0:00039592-a	pwn-3.0:00039592-a;omw-bg-1.4:00039592-a;wnja-1.9.0:00039592-a;wnb_id-2.0:00039592-a;wnb_zsm-2.0:00039592-a	lacking in energy or will; - George Meredith
i201	1		pwn-3.0:00039929-s	pwn-3.0:00039929-s;wnja-1.9.0:00039929-a	not involving participation or intervention
i202	1		pwn-3.0:00040058-s	pwn-3.0:00040058-s;wnja-1.9.0:00040058-a	offering no resistance; ; - Theodore Roosevelt
i203	1		pwn-3.0:00040325-a	pwn-3.0:00040325-a;wnja-1.9.0:00040325-a;wnb_id-2.0:00040325-a;wnb_zsm-2.0:00040325-a	(of e.g. volcanos) erupting or liable to erupt
i204	1		pwn-3.0:00040534-s	pwn-3.0:00040534-s;wnja-1.9.0:00040534-a	actively spewing out lava
i205	1		pwn-3.0:00040685-a	pwn-3.0:00040685-a;wnja-1.9.0:00040685-a	(of e.g. volcanos) not erupting and not extinct
i206	1		pwn-3.0:00040909-s	pwn-3.0:00040909-s;wnja-1.9.0:00040909-a	being quiet or still or inactive
i207	1		pwn-3.0:00041051-a	pwn-3.0:00041051-a;wnja-1.9.0:00041051-a;wnb_id-2.0:00041051-a;wnb_zsm-2.0:00041051-a	(of e.g. volcanos) permanently inactive
i208	1		pwn-3.0:00041202-s	pwn-3.0:00041202-s;wnja-1.9.0:00041202-a;wnb_id-2.0:00041202-a;wnb_zsm-2.0:00041202-a	physically inactive
i209	1		pwn-3.0:00041361-a	pwn-3.0:00041361-a;wnja-1.9.0:00041361-a	(of e.g. volcanos) capable of erupting
i210	1		pwn-3.0:00041488-s	pwn-3.0:00041488-s;wnja-1.9.0:00041488-a	capable of erupting
i211	1		pwn-3.0:00041618-a	pwn-3.0:00041618-a;wnja-1.9.0:00041618-a;wnb_id-2.0:00041618-a;wnb_zsm-2.0:00041618-a	(used of verbs (e.g. `to run') and participial adjectives (e.g. `running' in `running water')) expressing action rather than a state of being
i212	1		pwn-3.0:00041841-a	pwn-3.0:00041841-a;wnja-1.9.0:00041841-a	( used of verbs (e.g. `be' or `own') and most participial adjectives) expressing existence or a state rather than an action
i213	1		pwn-3.0:00042037-a	pwn-3.0:00042037-a;wnja-1.9.0:00042037-a;wnb_id-2.0:00042037-a;wnb_zsm-2.0:00042037-a	expressing that the subject of the sentence has the semantic function of actor:
i214	1		pwn-3.0:00042228-a	pwn-3.0:00042228-a;wnja-1.9.0:00042228-a;wnb_id-2.0:00042228-a;wnb_zsm-2.0:00042228-a	expressing that the subject of the sentence is the patient of the action denoted by the verb
i215	1		pwn-3.0:00042457-a	pwn-3.0:00042457-a;wnja-1.9.0:00042457-a;wnb_id-2.0:00042457-a;wnb_zsm-2.0:00042457-a	exerting influence or producing a change or effect
i216	1		pwn-3.0:00042692-s	pwn-3.0:00042692-s;wnja-1.9.0:00042692-a	rendered active; e.g. rendered radioactive or luminescent or photosensitive or conductive
i217	1		pwn-3.0:00042837-s	pwn-3.0:00042837-s;wnja-1.9.0:00042837-a;wnb_id-2.0:00042837-a;wnb_zsm-2.0:00042837-a	opposing or neutralizing or mitigating an effect by contrary action
i218	1		pwn-3.0:00042982-s	pwn-3.0:00042982-s;wnja-1.9.0:00042982-a	capable of lowering the surface tension of a liquid; used especially of detergents
i219	1		pwn-3.0:00043125-a	pwn-3.0:00043125-a;wnja-1.9.0:00043125-a	not exerting influence or change
i220	1		pwn-3.0:00043231-s	pwn-3.0:00043231-s;wnja-1.9.0:00043231-a	not active or activated
i221	1		pwn-3.0:00043411-a	pwn-3.0:00043411-a;wnja-1.9.0:00043411-a;wnb_id-2.0:00043411-a;wnb_zsm-2.0:00043411-a	(of the sun) characterized by an increased occurrence of sunspots and flares and radio emissions
i222	1		pwn-3.0:00043615-a	pwn-3.0:00043615-a;wnja-1.9.0:00043615-a	of the sun characterized by a low level of surface phenomena like sunspots e.g.
i223	1		pwn-3.0:00043765-a	pwn-3.0:00043765-a;wnja-1.9.0:00043765-a;wnb_id-2.0:00043765-a;wnb_zsm-2.0:00043765-a	presently existing in fact and not merely potential or possible
i224	1		pwn-3.0:00044132-s	pwn-3.0:00044132-s;wnja-1.9.0:00044132-a;wnb_id-2.0:00044132-a;wnb_zsm-2.0:00044132-a	existing in fact; not theoretical; real
i225	1		pwn-3.0:00044353-a	pwn-3.0:00044353-a;omw-arb-1.4:00044353-a;omw-bg-1.4:00044353-a;wnja-1.9.0:00044353-a;wnb_id-2.0:00044353-a;wnb_zsm-2.0:00044353-a	existing in possibility
i226	1		pwn-3.0:00044608-s	pwn-3.0:00044608-s;wnja-1.9.0:00044608-a	potentially existing but not presently evident or realized
i227	1		pwn-3.0:00044760-a	pwn-3.0:00044760-a;omw-bg-1.4:00044760-a;wnja-1.9.0:00044760-a;wnb_id-2.0:00044760-a;wnb_zsm-2.0:00044760-a	having or experiencing a rapid onset and short but severe course
i228	1		pwn-3.0:00044987-s	pwn-3.0:00044987-s;wnja-1.9.0:00044987-a	less than acute; relating to a disease present in a person with no symptoms of it
i229	1		pwn-3.0:00045123-a	pwn-3.0:00045123-a;omw-bg-1.4:00045123-a;wnja-1.9.0:00045123-a;wnb_id-2.0:00045123-a;wnb_zsm-2.0:00045123-a	being long-lasting and recurrent or characterized by long suffering
i230	1		pwn-3.0:00045356-s	pwn-3.0:00045356-s;wnja-1.9.0:00045356-a	(of illness) marked by gradual deterioration of organs and cells along with loss of function
i231	1		pwn-3.0:00045561-a	pwn-3.0:00045561-a;wnja-1.9.0:00045561-a;wnb_id-2.0:00045561-a;wnb_zsm-2.0:00045561-a	infectious; having the ability to cause disease
i232	1		pwn-3.0:00045735-s	pwn-3.0:00045735-s;wnja-1.9.0:00045735-a	(of a microorganism) extremely infective
i233	1		pwn-3.0:00045888-s	pwn-3.0:00045888-s;wnja-1.9.0:00045888-a;wnb_id-2.0:00045888-a;wnb_zsm-2.0:00045888-a	(of a disease) having a rapid course and violent effect
i234	1		pwn-3.0:00046014-a	pwn-3.0:00046014-a;wnja-1.9.0:00046014-a	not virulent; unable to produce disease
i235	1		pwn-3.0:00046109-a	pwn-3.0:00046109-a;wnja-1.9.0:00046109-a	having a capacity for adaptation
i236	1		pwn-3.0:00046339-s	pwn-3.0:00046339-s;wnja-1.9.0:00046339-a;wnb_id-2.0:00046339-a;wnb_zsm-2.0:00046339-a	tending to reconcile or accommodate; bringing into harmony
i237	1		pwn-3.0:00046471-s	pwn-3.0:00046471-s;wnja-1.9.0:00046471-a	of or relating to adaptation
i238	1		pwn-3.0:00046558-s	pwn-3.0:00046558-s;wnja-1.9.0:00046558-a	conducive to adjustment
i239	1		pwn-3.0:00046673-a	pwn-3.0:00046673-a;wnja-1.9.0:00046673-a	showing faulty adaptation
i240	1		pwn-3.0:00046792-s	pwn-3.0:00046792-s;wnja-1.9.0:00046792-a	(of a trait or condition) failing to serve an adjustive purpose
i241	1		pwn-3.0:00046955-s	pwn-3.0:00046955-s;wnja-1.9.0:00046955-a	poorly adjusted
i242	1		pwn-3.0:00047029-a	pwn-3.0:00047029-a;omw-bg-1.4:00047029-a;wnja-1.9.0:00047029-a;wnb_id-2.0:00047029-a;wnb_zsm-2.0:00047029-a	compulsively or physiologically dependent on something habit-forming
i243	1		pwn-3.0:00047243-s	pwn-3.0:00047243-s;wnja-1.9.0:00047243-a;wnb_zsm-2.0:00047243-a	addicted to alcohol; - Carl Van Doren
i244	1		pwn-3.0:00047406-s	pwn-3.0:00047406-s;wnja-1.9.0:00047406-a	addicted to a drug
i245	1		pwn-3.0:00047566-a	pwn-3.0:00047566-a;wnja-1.9.0:00047566-a	not addicted
i246	1		pwn-3.0:00047653-s	pwn-3.0:00047653-s;wnja-1.9.0:00047653-a;wnb_id-2.0:00047653-a;wnb_zsm-2.0:00047653-a	free of drugs
i247	1		pwn-3.0:00047786-a	pwn-3.0:00047786-a;wnja-1.9.0:00047786-a;wnb_zsm-2.0:00047786-a	causing or characterized by addiction
i248	1		pwn-3.0:00047954-a	pwn-3.0:00047954-a;wnja-1.9.0:00047954-a	not causing or characterized by addiction
i249	1		pwn-3.0:00048129-a	pwn-3.0:00048129-a;wnja-1.9.0:00048129-a	characterized or produced by addition
i250	1		pwn-3.0:00048460-s	pwn-3.0:00048460-s;wnja-1.9.0:00048460-a;wnb_id-2.0:00048460-a;wnb_zsm-2.0:00048460-a	increasing by successive addition
i251	1		pwn-3.0:00048706-s	pwn-3.0:00048706-s;wnja-1.9.0:00048706-a	capable of being added or added to
i252	1		pwn-3.0:00048858-s	pwn-3.0:00048858-s;wnja-1.9.0:00048858-a;wnb_id-2.0:00048858-a;wnb_zsm-2.0:00048858-a	further or added
i253	1		pwn-3.0:00049016-s	pwn-3.0:00049016-s;wnja-1.9.0:00049016-a;wnb_id-2.0:00049016-a;wnb_zsm-2.0:00049016-a	acting as or providing a complement (something that completes the whole)
i254	1		pwn-3.0:00049266-s	pwn-3.0:00049266-s;wnja-1.9.0:00049266-a	increasing gradually by regular degrees or additions
i255	1		pwn-3.0:00049469-s	pwn-3.0:00049469-s;wnja-1.9.0:00049469-a	having a day or month inserted to make the calendar year correspond to the solar year:
i256	1		pwn-3.0:00049683-s	pwn-3.0:00049683-s;wnja-1.9.0:00049683-a	of or relating to a summation or produced by summation
i257	1		pwn-3.0:00049879-s	pwn-3.0:00049879-s;wnja-1.9.0:00049879-a;wnb_id-2.0:00049879-a;wnb_zsm-2.0:00049879-a	added to complete or make up a deficiency
i258	1		pwn-3.0:00050083-a	pwn-3.0:00050083-a;wnja-1.9.0:00050083-a	constituting or involving subtraction
i259	1		pwn-3.0:00050260-s	pwn-3.0:00050260-s;wnja-1.9.0:00050260-a	tending to ablate; i.e. to be removed or vaporized at very high temperature
i260	1		pwn-3.0:00050446-s	pwn-3.0:00050446-s;wnja-1.9.0:00050446-a	characterized by or causing diminution or curtailment;  - R.H.Rovere
i261	1		pwn-3.0:00050641-a	pwn-3.0:00050641-a;wnja-1.9.0:00050641-a	(of mail) marked with a destination
i262	1		pwn-3.0:00050799-s	pwn-3.0:00050799-s;wnja-1.9.0:00050799-a	addressed to yourself
i263	1		pwn-3.0:00050947-a	pwn-3.0:00050947-a;wnja-1.9.0:00050947-a	not addressed
i264	1		pwn-3.0:00051045-a	pwn-3.0:00051045-a;omw-bg-1.4:00051045-a;wnja-1.9.0:00051045-a;wnb_id-2.0:00051045-a;wnb_zsm-2.0:00051045-a	having the requisite qualities or resources to meet a task
i265	1		pwn-3.0:00051373-s	pwn-3.0:00051373-s;wnja-1.9.0:00051373-a;wnb_id-2.0:00051373-a;wnb_zsm-2.0:00051373-a	having the requisite qualities for
i266	1		pwn-3.0:00051571-s	pwn-3.0:00051571-s;wnja-1.9.0:00051571-a	adequate for the purpose
i267	1		pwn-3.0:00051696-a	pwn-3.0:00051696-a;omw-bg-1.4:00051696-a;wnja-1.9.0:00051696-a	lacking the requisite qualities or resources to meet a task
i268	1		pwn-3.0:00052012-s	pwn-3.0:00052012-s;wnja-1.9.0:00052012-a;wnb_id-2.0:00052012-a;wnb_zsm-2.0:00052012-a	inadequate in amount or degree
i269	1		pwn-3.0:00052246-s	pwn-3.0:00052246-s;omw-bg-1.4:00052246-a;wnja-1.9.0:00052246-a;wnb_zsm-2.0:00052246-a	not meeting requirements
i270	1		pwn-3.0:00052431-s	pwn-3.0:00052431-s;wnja-1.9.0:00052431-a	inadequate in number of workers or assistants etc.
i271	1		pwn-3.0:00052672-a	pwn-3.0:00052672-a;wnja-1.9.0:00052672-a;wnb_id-2.0:00052672-a;wnb_zsm-2.0:00052672-a	tending to adhere
i272	1		pwn-3.0:00053032-s	pwn-3.0:00053032-s;wnja-1.9.0:00053032-a;wnb_id-2.0:00053032-a;wnb_zsm-2.0:00053032-a	sticking fast
i273	1		pwn-3.0:00053154-s	pwn-3.0:00053154-s;wnja-1.9.0:00053154-a	united as if by glue
i274	1		pwn-3.0:00053248-s	pwn-3.0:00053248-s;wnja-1.9.0:00053248-a	capable of holding together or cohering; as particles in a mass
i275	1		pwn-3.0:00053384-s	pwn-3.0:00053384-s;wnja-1.9.0:00053384-a	sticking together
i276	1		pwn-3.0:00053564-s	pwn-3.0:00053564-s;wnja-1.9.0:00053564-a;wnb_zsm-2.0:00053564-a	causing cohesion
i277	1		pwn-3.0:00053691-s	pwn-3.0:00053691-s;omw-bg-1.4:00053691-a;wnja-1.9.0:00053691-a;wnb_id-2.0:00053691-a;wnb_zsm-2.0:00053691-a;wnkaw-0.9:00053691-a	having the sticky properties of an adhesive
i278	1		pwn-3.0:00054109-s	pwn-3.0:00054109-s;wnja-1.9.0:00054109-a;wnb_zsm-2.0:00054109-a	soft and sticky
i279	1		pwn-3.0:00054201-s	pwn-3.0:00054201-s;wnja-1.9.0:00054201-a	resembling chewing gum
i280	1		pwn-3.0:00054278-s	pwn-3.0:00054278-s;wnja-1.9.0:00054278-a	covered with adhesive gum
i281	1		pwn-3.0:00054364-s	pwn-3.0:00054364-s;wnja-1.9.0:00054364-a	having the characteristics of pitch or tar
i282	1		pwn-3.0:00054541-s	pwn-3.0:00054541-s;wnja-1.9.0:00054541-a	seals without the application of moisture
i283	1		pwn-3.0:00054667-s	pwn-3.0:00054667-s;wnja-1.9.0:00054667-a	of something (a paper label or postage stamp) gummed in advance
i284	1		pwn-3.0:00054804-s	pwn-3.0:00054804-s;wnja-1.9.0:00054804-a	covered with an adhesive material
i285	1		pwn-3.0:00054908-a	pwn-3.0:00054908-a;wnja-1.9.0:00054908-a	not tending to adhere
i286	1		pwn-3.0:00055041-s	pwn-3.0:00055041-s;wnja-1.9.0:00055041-a	not resembling glue in texture
i287	1		pwn-3.0:00055142-s	pwn-3.0:00055142-s;wnja-1.9.0:00055142-a	not having resin
i288	1		pwn-3.0:00055256-s	pwn-3.0:00055256-s;wnja-1.9.0:00055256-a	not treated with adhesive gum
i289	1		pwn-3.0:00055340-a	pwn-3.0:00055340-a;wnja-1.9.0:00055340-a	relating to court practice and procedure as opposed to the principles of law
i290	1		pwn-3.0:00055539-a	pwn-3.0:00055539-a;wnja-1.9.0:00055539-a;wnb_id-2.0:00055539-a;wnb_zsm-2.0:00055539-a	defining rights and duties as opposed to giving the rules by which rights and duties are established
i291	1		pwn-3.0:00055765-a	pwn-3.0:00055765-a;wnja-1.9.0:00055765-a	suitable or eligible for adoption
i292	1		pwn-3.0:00055906-a	pwn-3.0:00055906-a;wnja-1.9.0:00055906-a	difficult to place in an adoptive home
i293	1		pwn-3.0:00056002-a	pwn-3.0:00056002-a;wnja-1.9.0:00056002-a	provided with something intended to increase its beauty or distinction
i294	1		pwn-3.0:00056660-s	pwn-3.0:00056660-s;wnja-1.9.0:00056660-a	covered with beads or jewels or sequins
i295	1		pwn-3.0:00056849-s	pwn-3.0:00056849-s;wnja-1.9.0:00056849-a	ornamented in a vulgar or showy fashion
i296	1		pwn-3.0:00056943-s	pwn-3.0:00056943-s;wnja-1.9.0:00056943-a	wearing, or having the face adorned with, eyeglasses or an eyeglass
i297	1		pwn-3.0:00057149-s	pwn-3.0:00057149-s;wnja-1.9.0:00057149-a;wnb_id-2.0:00057149-a;wnb_zsm-2.0:00057149-a	embellished with a raised pattern created by pressure or embroidery
i298	1		pwn-3.0:00057390-s	pwn-3.0:00057390-s;wnja-1.9.0:00057390-a	ornamented with many buttons
i299	1		pwn-3.0:00057490-s	pwn-3.0:00057490-s;wnja-1.9.0:00057490-a	set with carbuncles
i300	1		pwn-3.0:00057566-s	pwn-3.0:00057566-s;wnja-1.9.0:00057566-a	(for metals) having areas separated by metal and filled with colored enamel and fired
i301	1		pwn-3.0:00057737-s	pwn-3.0:00057737-s;wnja-1.9.0:00057737-a	glittering with gold or silver
i302	1		pwn-3.0:00057881-s	pwn-3.0:00057881-s;wnja-1.9.0:00057881-a	(of a knight's helmet) having a decorative plume
i303	1		pwn-3.0:00057992-s	pwn-3.0:00057992-s;wnja-1.9.0:00057992-a	(of a bird or animal) having a usually ornamental tuft or process on the head; often used in combination
i304	1		pwn-3.0:00058280-s	pwn-3.0:00058280-s;wnja-1.9.0:00058280-a	bearing an heraldic device
i305	1		pwn-3.0:00058379-s	pwn-3.0:00058379-s;wnja-1.9.0:00058379-a	(of a gable or spire) furnished with a crocket (an ornament in the form of curved or bent foliage)
i306	1		pwn-3.0:00058554-s	pwn-3.0:00058554-s;wnja-1.9.0:00058554-a	adorned with feathers or plumes
i307	1		pwn-3.0:00058696-s	pwn-3.0:00058696-s;wnja-1.9.0:00058696-a;wnb_zsm-2.0:00058696-a	having decorative ruffles or frills
i308	1		pwn-3.0:00058822-s	pwn-3.0:00058822-s;wnja-1.9.0:00058822-a	having a decorative edging of hanging cords or strips
i309	1		pwn-3.0:00058929-s	pwn-3.0:00058929-s;wnja-1.9.0:00058929-a	having gilded edges as the pages of a book
i310	1		pwn-3.0:00059028-s	pwn-3.0:00059028-s;wnja-1.9.0:00059028-a	adorned with tongues of flame
i311	1		pwn-3.0:00059131-s	pwn-3.0:00059131-s;wnja-1.9.0:00059131-a;wnb_id-2.0:00059131-a;wnb_zsm-2.0:00059131-a	adorned by inlays
i312	1		pwn-3.0:00059201-s	pwn-3.0:00059201-s;wnja-1.9.0:00059201-a	having a decorative pattern worked or woven in
i313	1		pwn-3.0:00059326-s	pwn-3.0:00059326-s;wnja-1.9.0:00059326-a	decorated with small pieces of colored glass or stone fitted together in a mosaic
i314	1		pwn-3.0:00059491-s	pwn-3.0:00059491-s;wnja-1.9.0:00059491-a	decorated with applied ornamentation; often used in combination; - F.V.W.Mason
i315	1		pwn-3.0:00059669-s	pwn-3.0:00059669-s;wnja-1.9.0:00059669-a	fitted or decorated with panels or wainscoting
i316	1		pwn-3.0:00059782-s	pwn-3.0:00059782-s;wnja-1.9.0:00059782-a	dotted or adorned with or as with studs or nailheads; usually used in combination
i317	1		pwn-3.0:00059965-s	pwn-3.0:00059965-s;wnja-1.9.0:00059965-a	hung or decorated with tapestry
i318	1		pwn-3.0:00060053-s	pwn-3.0:00060053-s;wnja-1.9.0:00060053-a	fringed or adorned with tassels
i319	1		pwn-3.0:00060151-s	pwn-3.0:00060151-s;wnja-1.9.0:00060151-a	decorated in a particular way
i320	1		pwn-3.0:00060294-s	pwn-3.0:00060294-s;wnja-1.9.0:00060294-a	having or adorned with tufts
i321	1		pwn-3.0:00060397-a	pwn-3.0:00060397-a;wnja-1.9.0:00060397-a;wnb_id-2.0:00060397-a	not decorated with something to increase its beauty or distinction
i322	1		pwn-3.0:00060605-s	pwn-3.0:00060605-s;wnja-1.9.0:00060605-a;wnb_id-2.0:00060605-a;wnb_zsm-2.0:00060605-a	lacking embellishment or ornamentation
i323	1		pwn-3.0:00060875-s	pwn-3.0:00060875-s;wnja-1.9.0:00060875-a	not adorned with tufts
i324	1		pwn-3.0:00060969-a	pwn-3.0:00060969-a;wnja-1.9.0:00060969-a	releasing or activated by acetylcholine or a related compound
i325	1		pwn-3.0:00061088-a	pwn-3.0:00061088-a;wnja-1.9.0:00061088-a	inhibiting or blocking the action of acetylcholine at a receptor site
i326	1		pwn-3.0:00061262-a	pwn-3.0:00061262-a;wnja-1.9.0:00061262-a;wnb_id-2.0:00061262-a;wnb_zsm-2.0:00061262-a;wnkaw-0.9:00061262-a	quick or skillful or adept in action or thought
i327	1		pwn-3.0:00061664-s	pwn-3.0:00061664-s;wnja-1.9.0:00061664-a;wnb_id-2.0:00061664-a;wnb_zsm-2.0:00061664-a	free from clumsiness; precisely or deftly executed
i328	1		pwn-3.0:00061885-s	pwn-3.0:00061885-s;wnja-1.9.0:00061885-a;wnb_id-2.0:00061885-a;wnb_zsm-2.0:00061885-a	showing inventiveness and skill
i329	1		pwn-3.0:00062152-s	pwn-3.0:00062152-s;wnja-1.9.0:00062152-a	being dexterous in the use of more than one set of muscle movements; - Mary McCarthy
i330	1		pwn-3.0:00062367-s	pwn-3.0:00062367-s;wnja-1.9.0:00062367-a;wnb_id-2.0:00062367-a;wnb_zsm-2.0:00062367-a;wnkaw-0.9:00062367-a	skillful in physical movements; especially of the hands
i331	1		pwn-3.0:00062626-s	pwn-3.0:00062626-s;wnja-1.9.0:00062626-a;wnb_id-2.0:00062626-a;wnb_zsm-2.0:00062626-a	skillful with the hands
i332	1		pwn-3.0:00062740-s	pwn-3.0:00062740-s;wnja-1.9.0:00062740-a	having nimble fingers literally or figuratively; especially for stealing or picking pockets; - Harry Hansen; - Time
i333	1		pwn-3.0:00063087-s	pwn-3.0:00063087-s;wnja-1.9.0:00063087-a	mentally nimble and resourceful
i334	1		pwn-3.0:00063277-a	pwn-3.0:00063277-a;wnja-1.9.0:00063277-a;wnb_id-2.0:00063277-a;wnb_zsm-2.0:00063277-a	not adroit
i335	1		pwn-3.0:00063563-s	pwn-3.0:00063563-s;wnja-1.9.0:00063563-a	lacking physical movement skills, especially with the hands; ; ; ; - Mary H. Vorse
i336	1		pwn-3.0:00063953-s	pwn-3.0:00063953-s;wnja-1.9.0:00063953-a;wnb_id-2.0:00063953-a;wnb_zsm-2.0:00063953-a	revealing lack of perceptiveness or judgment or finesse
i337	1		pwn-3.0:00064176-s	pwn-3.0:00064176-s;wnja-1.9.0:00064176-a	lacking the skillful and effective interaction of muscle movements
i338	1		pwn-3.0:00064365-s	pwn-3.0:00064365-s;wnja-1.9.0:00064365-a	(of a person) lacking mechanical skills
i339	1		pwn-3.0:00064479-a	pwn-3.0:00064479-a;wnja-1.9.0:00064479-a;wnb_id-2.0:00064479-a;wnb_zsm-2.0:00064479-a	giving an advantage
i340	1		pwn-3.0:00064787-s	pwn-3.0:00064787-s;wnja-1.9.0:00064787-a;wnb_id-2.0:00064787-a;wnb_zsm-2.0:00064787-a	promoting or enhancing well-being
i341	1		pwn-3.0:00065064-s	pwn-3.0:00065064-s;wnja-1.9.0:00065064-a;wnb_id-2.0:00065064-a;wnb_zsm-2.0:00065064-a	involving advantage or good
i342	1		pwn-3.0:00065184-s	pwn-3.0:00065184-s;wnja-1.9.0:00065184-a;wnb_zsm-2.0:00065184-a	manifesting partiality
i343	1		pwn-3.0:00065488-a	pwn-3.0:00065488-a;wnja-1.9.0:00065488-a	constituting a disadvantage
i344	1		pwn-3.0:00065667-s	pwn-3.0:00065667-s;wnja-1.9.0:00065667-a	involving disadvantage or harm
